enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,faixa_experiencia,tipo_empresa,sem_info_empresa
3004,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Humanities,7,<10,Pvt Ltd,1,163,0.0,6-10,Empresa privada,Com informação
10488,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Funded Startup,1,36,1.0,<1,Startup,Com informação
31108,city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,17,1.0,1-5,,Sem informação
26616,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,60,0.0,>20,,Sem informação
22549,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,3,38,0.0,6-10,Empresa privada,Com informação
5116,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,165,0.0,11-20,Empresa privada,Com informação
674,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,46,0.0,>20,Startup,Com informação
8769,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,74,0.0,1-5,Empresa privada,Com informação
4489,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,135,0.0,6-10,,Sem informação
2958,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,18,1.0,6-10,Empresa privada,Com informação
11429,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,29,0.0,11-20,Empresa privada,Com informação
30911,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,9,100-500,Pvt Ltd,1,69,0.0,6-10,Empresa privada,Com informação
3215,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,16,0.0,6-10,Startup,Com informação
11253,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,156,0.0,1-5,Empresa privada,Com informação
22107,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,51,0.0,>20,,Sem informação
23611,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,74,1.0,6-10,Empresa privada,Com informação
2867,city_26,0.698,Male,Has relevent experience,no_enrollment,High School,,11,100-500,Pvt Ltd,1,294,0.0,11-20,Empresa privada,Com informação
4513,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,Humanities,17,100-500,Pvt Ltd,2,150,0.0,11-20,Empresa privada,Com informação
26308,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,73,0.0,6-10,,Sem informação
12618,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,10,0.0,6-10,Empresa privada,Com informação
19040,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,4,,,1,50,0.0,1-5,,Sem informação
4778,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,85,0.0,6-10,Empresa privada,Com informação
23595,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,98,0.0,1-5,,Sem informação
32173,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,140,1.0,1-5,Empresa privada,Com informação
29862,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,NGO,2,74,0.0,6-10,ONG/Outros,Com informação
2412,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Funded Startup,2,113,0.0,11-20,Startup,Com informação
21142,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,55,0.0,6-10,Empresa privada,Com informação
11981,city_74,0.579,,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,79,1.0,1-5,Empresa privada,Com informação
3284,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,64,0.0,11-20,Empresa privada,Com informação
25724,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,14,10000+,NGO,>4,88,0.0,11-20,ONG/Outros,Com informação
30074,city_46,0.762,Male,No relevent experience,Full time course,High School,,8,,,1,36,0.0,6-10,,Sem informação
11937,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,105,0.0,1-5,ONG/Outros,Com informação
8244,city_23,0.899,Male,No relevent experience,Part time course,Graduate,No Major,6,,,never,17,0.0,6-10,,Sem informação
25010,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,never,81,1.0,6-10,Empresa privada,Com informação
25772,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,Arts,1,50-99,Funded Startup,1,62,1.0,1-5,Startup,Com informação
24339,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,23,0.0,6-10,Empresa privada,Com informação
14136,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,25,0.0,>20,Empresa privada,Com informação
23738,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,34,0.0,>20,,Sem informação
2135,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,42,1.0,1-5,,Sem informação
3294,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,109,0.0,>20,Empresa privada,Com informação
5595,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,>4,56,0.0,6-10,Empresa privada,Com informação
746,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,7,0.0,>20,Empresa privada,Com informação
22374,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,10,1.0,11-20,Empresa privada,Com informação
18313,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,15,1.0,1-5,,Sem informação
18965,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,,1,59,0.0,1-5,,Sem informação
3384,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,17,0.0,1-5,Empresa privada,Com informação
32343,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,83,0.0,>20,Empresa privada,Com informação
10752,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,42,1.0,6-10,Empresa privada,Com informação
17382,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,1,202,1.0,1-5,,Sem informação
12198,city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,1,30,0.0,1-5,Startup,Com informação
28362,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,19,10/49,Pvt Ltd,>4,42,0.0,11-20,Empresa privada,Com informação
7452,city_114,0.926,Male,No relevent experience,Full time course,High School,,6,,,never,45,0.0,6-10,,Sem informação
24875,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,,10/49,,1,41,1.0,,,Sem informação
27994,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Funded Startup,1,64,0.0,6-10,Startup,Com informação
5812,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,121,0.0,1-5,,Sem informação
19590,city_90,0.698,,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,2,38,0.0,6-10,Empresa privada,Com informação
15791,city_28,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,64,1.0,11-20,Empresa privada,Com informação
28342,city_103,0.92,,Has relevent experience,Part time course,Masters,STEM,15,1000-4999,Pvt Ltd,2,17,0.0,11-20,Empresa privada,Com informação
14197,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,7,10/49,Early Stage Startup,1,24,0.0,6-10,Startup,Com informação
5876,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,,256,0.0,,Empresa privada,Com informação
11545,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,120,0.0,6-10,Empresa privada,Com informação
31726,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,never,57,0.0,1-5,Empresa privada,Com informação
26352,city_16,0.91,Male,Has relevent experience,no_enrollment,Primary School,,7,500-999,Pvt Ltd,never,12,0.0,6-10,Empresa privada,Com informação
22048,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,105,0.0,>20,Empresa privada,Com informação
27128,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,9,,Public Sector,never,166,0.0,6-10,Setor público,Com informação
10164,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,4,42,1.0,>20,Empresa privada,Com informação
14523,city_145,0.555,,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,124,1.0,11-20,Empresa privada,Com informação
16787,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,>4,154,0.0,11-20,Empresa privada,Com informação
22067,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,107,0.0,11-20,Empresa privada,Com informação
26684,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,152,0.0,1-5,Empresa privada,Com informação
3105,city_116,0.743,Male,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,47,1.0,1-5,Empresa privada,Com informação
13423,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,4,34,1.0,6-10,Empresa privada,Com informação
16154,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,,,never,132,1.0,1-5,,Sem informação
25235,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,1,136,0.0,11-20,Empresa privada,Com informação
3385,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,40,1.0,1-5,Empresa privada,Com informação
18778,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,never,66,0.0,1-5,Empresa privada,Com informação
10355,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,15,50-99,Pvt Ltd,1,15,0.0,11-20,Empresa privada,Com informação
4367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,70,1.0,11-20,,Sem informação
21179,city_162,0.767,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,never,52,0.0,6-10,,Sem informação
15154,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,10,1.0,11-20,Empresa privada,Com informação
28391,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,13,1.0,6-10,Empresa privada,Com informação
22210,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,4,123,0.0,>20,,Sem informação
12792,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,<10,Early Stage Startup,2,48,0.0,1-5,Startup,Com informação
10674,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,5000-9999,Pvt Ltd,1,26,0.0,11-20,Empresa privada,Com informação
20529,city_101,0.5579999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,1,100,1.0,6-10,Empresa privada,Com informação
26721,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,10,,,never,25,1.0,6-10,,Sem informação
23654,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,,3,1.0,1-5,,Sem informação
32939,city_145,0.555,Male,Has relevent experience,no_enrollment,High School,,6,,,>4,85,0.0,6-10,,Sem informação
23430,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,25,0.0,11-20,Empresa privada,Com informação
26015,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,45,0.0,6-10,Empresa privada,Com informação
32434,city_104,0.924,Male,No relevent experience,Full time course,High School,,5,,,2,25,0.0,1-5,,Sem informação
2127,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,146,0.0,1-5,Empresa privada,Com informação
15592,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,22,0.0,6-10,Empresa privada,Com informação
2672,city_65,0.802,,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,62,0.0,11-20,Empresa privada,Com informação
13024,city_45,0.89,Male,Has relevent experience,Full time course,High School,,8,50-99,Pvt Ltd,1,114,0.0,6-10,Empresa privada,Com informação
135,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,23,0.0,>20,Startup,Com informação
5916,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,55,0.0,1-5,Empresa privada,Com informação
26713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,8,0.0,1-5,Empresa privada,Com informação
10596,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,30,0.0,1-5,,Sem informação
28806,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,5,50-99,Funded Startup,1,24,0.0,1-5,Startup,Com informação
33194,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,4,10/49,Pvt Ltd,2,64,0.0,1-5,Empresa privada,Com informação
6143,city_117,0.698,,Has relevent experience,no_enrollment,Phd,STEM,15,<10,Pvt Ltd,never,138,0.0,11-20,Empresa privada,Com informação
2720,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,4,0.0,6-10,Startup,Com informação
11587,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,,2,14,0.0,6-10,,Sem informação
4883,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,16,0.0,1-5,Empresa privada,Com informação
17332,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,19,0.0,1-5,Startup,Com informação
27084,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,>4,52,0.0,6-10,Empresa privada,Com informação
10504,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,0.0,>20,Empresa privada,Com informação
13905,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,18,0.0,6-10,Empresa privada,Com informação
25174,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,110,0.0,1-5,Empresa privada,Com informação
1501,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Other,1,20,0.0,>20,ONG/Outros,Com informação
9624,city_136,0.897,Female,No relevent experience,no_enrollment,Phd,Humanities,19,100-500,NGO,1,74,0.0,11-20,ONG/Outros,Com informação
29916,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,>4,13,1.0,1-5,,Sem informação
2180,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,50,0.0,1-5,Empresa privada,Com informação
4060,city_89,0.925,,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,>4,6,0.0,11-20,Empresa privada,Com informação
21520,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,9,1.0,1-5,Empresa privada,Com informação
29713,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,31,1.0,>20,,Sem informação
13994,city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,40,1.0,>20,Empresa privada,Com informação
23774,city_16,0.91,,No relevent experience,Full time course,Masters,Business Degree,3,,,>4,12,1.0,1-5,,Sem informação
761,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,61,0.0,>20,Empresa privada,Com informação
26165,city_103,0.92,Male,No relevent experience,Full time course,,,1,,,1,80,1.0,1-5,,Sem informação
25410,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,1,74,1.0,<1,,Sem informação
26770,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,99,1.0,6-10,Empresa privada,Com informação
2347,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,1,99,0.0,6-10,Empresa privada,Com informação
32071,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,9,1.0,1-5,Empresa privada,Com informação
4265,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,3,51,1.0,11-20,,Sem informação
7433,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,2,198,0.0,>20,Startup,Com informação
15063,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,35,0.0,11-20,Empresa privada,Com informação
8493,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,106,0.0,1-5,Empresa privada,Com informação
28725,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,19,0.0,>20,,Sem informação
7379,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,18,0.0,>20,Empresa privada,Com informação
5396,city_102,0.804,Male,No relevent experience,Full time course,High School,,5,,,1,17,0.0,1-5,,Sem informação
10806,city_71,0.884,,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,55,0.0,6-10,Empresa privada,Com informação
6140,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,3,,,1,13,1.0,1-5,,Sem informação
31255,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1,94,0.0,1-5,Empresa privada,Com informação
20193,city_103,0.92,Male,No relevent experience,Full time course,High School,,10,,,1,32,1.0,6-10,,Sem informação
21977,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,17,1.0,11-20,Empresa privada,Com informação
1919,city_90,0.698,,No relevent experience,Full time course,High School,,4,10/49,NGO,1,334,0.0,1-5,ONG/Outros,Com informação
15346,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,86,1.0,>20,,Sem informação
21178,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,15,0.0,1-5,,Sem informação
29856,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,1000-4999,Pvt Ltd,1,46,0.0,11-20,Empresa privada,Com informação
31081,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,122,1.0,1-5,,Sem informação
11044,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,3,66,0.0,1-5,Empresa privada,Com informação
4073,city_103,0.92,Male,No relevent experience,Full time course,Phd,STEM,>20,,,1,28,0.0,>20,,Sem informação
32830,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,20,1.0,6-10,Empresa privada,Com informação
12754,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,48,0.0,1-5,Startup,Com informação
25005,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,5,,,never,105,0.0,1-5,,Sem informação
1145,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,6,0.0,6-10,Empresa privada,Com informação
23653,city_100,0.887,Male,No relevent experience,Full time course,Graduate,Other,14,,,never,35,0.0,11-20,,Sem informação
13545,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,124,0.0,>20,Empresa privada,Com informação
17210,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,never,18,1.0,1-5,Empresa privada,Com informação
32865,city_103,0.92,Male,Has relevent experience,Part time course,Masters,Humanities,>20,50-99,NGO,1,112,0.0,>20,ONG/Outros,Com informação
27790,city_41,0.8270000000000001,Male,No relevent experience,Full time course,High School,,14,,,2,7,0.0,11-20,,Sem informação
17304,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,96,0.0,6-10,Empresa privada,Com informação
2527,city_104,0.924,Male,No relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,102,1.0,1-5,Empresa privada,Com informação
928,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,,3,10,0.0,6-10,,Sem informação
